from	to
216342_x_at	RPS6
216342_x_at	RPL23
216342_x_at	RPL30
216342_x_at	RPL31
216342_x_at	RPS23
216342_x_at	RPL35A
216342_x_at	RPS4X
NDUFA13	NDUFA3
NDUFA13	NDUFB2
NDUFA3	NDUFAB1
NDUFA3	UCRC
NDUFA3	NDUFB2
NDUFA3	NDUFB11
NDUFA3	UQCR
NDUFA3	UQCRC1
NDUFA3	NDUFB4
CDKN1B	PPP2CA
CDKN1B	MARCKS
HMGB1	HNRPR
HMGB1	HNRPA2B1
HNRPR	SRP9
HNRPR	SON
HNRPR	SFRS10
AP2S1	ATP6V0C
AP2S1	POLR2E
AP2S1	GPX1
AP2S1	GUK1
AP2S1	NAPA
AP2S1	COPE
AP2S1	ATP6V0B
AP2S1	MRPS12
211637_x_at	IGKC
211637_x_at	IGHA1
211637_x_at	IGLC2
211637_x_at	211639_x_at
211637_x_at	IGHM
211637_x_at	211908_x_at
211637_x_at	IGHV1-69
211637_x_at	CTA-246H3.1
211637_x_at	211641_x_at
211637_x_at	215176_x_at
211637_x_at	211645_x_at
211637_x_at	IGHG3
211637_x_at	217281_x_at
211637_x_at	LOC91316
COL4A1	COL4A2
COL4A1	FBLN1
COL4A2	RBPMS
FLJ42393	PDE4C
FLJ42393	ZNF160
FLJ42393	POLR1B
FLJ42393	KNS2
FLJ42393	SLC35E1
FLJ42393	LOC152719
MORF4L1	PTGES3
MORF4L1	SKP1A
PTGES3	SUMO2
SON	XPO1
SON	SRP46
SON	YTHDC1
IFI30	TGFB1
IFI30	NCF1
AASDHPPT	POPDC3
AASDHPPT	PAFAH1B1
POPDC3	RAB6C
POPDC3	PRKACB
FXYD5	ITGB2
FXYD5	PSMB9
CD79A	IGKC
CD79A	IGHA1
CD79A	IGLC2
CD79A	IGLJ3
FLJ14346	ZNF611
FLJ14346	GPAA1
FLJ14346	MRPS12
FLJ14346	LOC152719
FLJ14346	SLC35E1
HLA-DPA1	HLA-DQB1
HLA-DPA1	HLA-DQA1
HLA-DPA1	HLA-DRA
HLA-DPA1	HLA-DRB5
HLA-DPA1	HLA-DRB4
HLA-DPA1	HLA-DRB1
HLA-DPA1	HLA-DPB1
HLA-DQB1	HLA-DRB4
HLA-DQB1	HLA-DRB5
HLA-DQB1	HLA-DRB1
IFNGR1	ROCK1
C6orf12	HLA-F
C6orf12	HLA-G
C6orf12	HLA-B
C6orf12	HLA-C
C6orf12	HLA-J
C6orf12	HLA-A
NARS	TLOC1
NARS	TTC3
NARS	SRP9
RPL36A	RPL6
RPL36A	RPS7
RPL36A	RPS24
RPL36A	RPS3A
RPL36A	RPL4
RPL36A	RPS4X
RPL36A	RPS25
RPL36A	RPS15A
RPL36A	RPS6
RPL36A	RPS17
RPL36A	RPS23
RPL36A	RPL39
217718_s_at	YWHAZ
217718_s_at	CAB39
RPL23A	RPS20
TAF7	UBE4A
TAF7	YTHDC1
TAF7	XPO1
DHX15	OGT
DHX15	KIAA0907
DHX15	NPM1
CD2	TRA@
CD2	CD52
CD2	IL7R
DST	PLEKHC1
DST	SPARCL1
COL6A1	COL6A3
COL6A1	FBLN1
COL6A1	PTRF
FIS1	NDUFA13
EIF4G2	SRP46
EIF4G2	HSP90AA1
EIF4G2	SERBP1
EIF4G2	SON
EIF4G2	EIF5
EIF4G2	NPM1
EIF4G2	PUM2
EIF4G2	SET
EIF4G2	PCNP
EIF4G2	LOC342346
EIF4G2	HNRPA2B1
EIF4G2	YTHDC1
EIF4G2	XPO1
EIF4G2	MATR3
EIF4G2	PAPOLA
EIF4G2	THRAP1
EIF4G2	SF3B1
EIF4G2	HIATL1
SRP46	XPO1
COL1A1	COL6A3
COL1A1	COL1A2
COL1A1	COL3A1
C12orf10	FIBP
C12orf10	C3orf60
LMOD1	MYH11
208246_x_at	POLR1B
208246_x_at	ZNF611
208246_x_at	PGF
208246_x_at	ATP8B1
208246_x_at	RIOK3
208246_x_at	KNS2
208246_x_at	DBT
208246_x_at	LOC152719
208246_x_at	FBXW12
208246_x_at	PDE4C
208246_x_at	SLC35E1
208246_x_at	ZNF160
208246_x_at	216524_x_at
HNRPH1	SON
HNRPH1	SF3B1
HNRPH1	YTHDC1
RPS14	RPS16
RPS14	RPS5
RPS14	RPS9
RPS16	RPS19
RPS16	RPS9
RPS16	RPS5
ARHGDIB	LAPTM5
ARHGDIB	PRG1
ARHGDIB	UCP2
ARHGDIB	RAC2
ARHGDIB	CXCR4
ARHGDIB	CECR1
LAPTM5	RAC2
LAPTM5	PRG1
ATRX	COPS2
ATRX	PCNP
ATRX	PUM2
ATRX	MATR3
ATRX	SH3BGRL
ATRX	SEPT7
ATRX	BCLAF1
ATRX	TLOC1
HIATL1	SFRS5
HIATL1	RPL6
HIATL1	RPL17
HIATL1	TUG1
HIATL1	HNRPA2B1
HIATL1	RAVER2
HIATL1	RNPC2
HIATL1	HNRPH1
HIATL1	YTHDC1
HIATL1	TCEA1
HIATL1	NPM1
HIATL1	LOC58486
HIATL1	THRAP1
HIATL1	PAPOLA
HIATL1	SF3B1
FAIM3	TRA@
FAIM3	HCLS1
FAIM3	RAC2
IGKV1D-13	IGLJ3
IGKV1D-13	IGLV3-25
IGKV1D-13	IGLC2
IGKV1D-13	LOC91316
IGKV1D-13	IGL@
IGKV1D-13	IGLC1
IGKV1D-13	IGKV1OR15-118
HSP90AA1	MATR3
HSP90AA1	SRP9
HSP90AA1	SERBP1
HSP90AA1	SEPT2
HSP90AA1	NARS
RPL19	RPS20
LOC283412	RPL29
LOC283412	RPS9
DGCR6	POLR2I
LTB	TRBC1
LTB	TRB@
HMHA1	PSMB8
HMHA1	TRBC1
HMHA1	RAC2
PSMB8	TAPBP
PSMB8	PSMB9
IGKV1-5	IGL@
IGKV1-5	IGKV1OR2-108
IGKV1-5	IGLC2
IGKV1-5	IGLJ3
IGKV1-5	IGLV3-25
IGKV1-5	IGLC1
IGKV1-5	IGKV1D-13
IGKV1-5	IGKV1OR15-118
RPL28	RPS10
RPL28	RPS2
RPL28	RPS19
RPL28	RPS16
RPL28	RPLP2
HCLS1	ITGB2
HCLS1	SELL
HCLS1	RAC2
HCLS1	TRA@
FBLN1	MMP2
FBLN1	PTRF
NDUFA2	UQCRFS1
NDUFA2	UQCR
NDUFA2	NDUFS8
NDUFA2	UQCRC1
NDUFA2	NDUFB4
NDUFA2	TCEB2
NDUFA2	NDUFA3
NDUFA2	UCRC
HLA-DRB4	HLA-DRB5
FAM96B	NDUFV1
FAM96B	NDUFS8
FAM96B	NDUFS3
FAM96B	TUFM
FAM96B	NDUFS7
FAM96B	NDUFA10
FAM96B	NDUFA2
FAM96B	NDUFA3
COQ9	NDUFB4
COQ9	UQCRFS1
EEF1B2	RPL30
EEF1B2	RPL10A
EEF1B2	RPS23
EEF1B2	RPS15A
EEF1B2	RPL35A
EEF1B2	RPL14
EEF1B2	RPL36A
EEF1B2	RPL37
EEF1B2	RPL39
EEF1B2	LOC440055
PUM2	WAC
PUM2	SF3B1
ALOX5AP	LAPTM5
ALOX5AP	ITGB2
DKFZP566N034	ZNF160
DKFZP566N034	SLC35E1
ARL6IP5	PAFAH1B1
TRB@	TRBV3-1
TRB@	TRBC1
IFI16	ROCK1
IFI16	IQGAP1
IFI16	TRIM22
IFI16	MBNL1
IFI16	IFNGR1
211641_x_at	211908_x_at
211641_x_at	211645_x_at
211641_x_at	IGHG3
211641_x_at	IGKV1-5
211641_x_at	217281_x_at
211641_x_at	IGHA1
211641_x_at	IGHM
211908_x_at	IGHV1-69
211908_x_at	217281_x_at
211908_x_at	IGHM
WSB1	XPO1
ARPC1B	HLA-C
ARPC1B	HLA-A
ARPC1B	HLA-B
ARPC1B	ISG20
ARPC1B	HLA-G
CD53	ITGB2
CD53	IL10RA
CD53	HCLS1
HLA-E	HLA-F
HLA-E	PSMB8
HLA-E	HLA-J
HLA-E	MAN2B1
HLA-E	HLA-G
211645_x_at	IGHA1
211645_x_at	IGKC
211645_x_at	IGHM
211645_x_at	IGLC2
211645_x_at	IGHG3
211645_x_at	IGL@
211645_x_at	IGLV3-25
211645_x_at	IGLJ3
211645_x_at	LOC91316
211645_x_at	IGLC1
211645_x_at	IGKV1-5
211645_x_at	221651_x_at
211645_x_at	IGKV1OR15-118
211645_x_at	CTA-246H3.1
211645_x_at	IGKV1D-13
211645_x_at	214836_x_at
211645_x_at	215176_x_at
NDUFB2	NDUFS7
NDUFB2	UQCRC1
NDUFB2	UQCR
NDUFB2	NDUFV1
FLJ10154	LOC58486
FLJ10154	XPO1
FLJ10154	PFAAP5
FLJ10154	RNPC2
FLJ10154	HNRPDL
FLJ10154	SFPQ
FLJ10154	SFRS11
FLJ10154	NPM1
EIF4A2	TTC3
EIF4A2	MATR3
GPX4	R3HCC1
GPX4	POLR2I
GPX4	MRPL34
PRKAR2A	SLC35E1
SLC35E1	UBE2D2
SLC35E1	WDR45
SLC35E1	ZNF611
SLC35E1	ZNF160
IGLC1	IGLJ3
IGLC1	IGLV3-25
IGLC1	IGLC2
IGLC1	LOC91316
UQCRC1	UQCRFS1
TMED5	WAC
MDH2	NDUFB11
MDH2	UQCRQ
MDH2	UQCRC1
MDH2	UQCRFS1
MDH2	NDUFS8
IGL@	IGLV3-25
IGL@	IGLC2
IGL@	IGLC1
IGL@	IGLJ3
HLA-DRB1	HLA-F
HLA-DRB1	HLA-DRB4
HLA-DRB1	HLA-DRB5
CD74	HLA-DQB1
CD74	HLA-DRB4
CD74	HLA-DRB1
CD74	HLA-DRA
CD74	HLA-DMA
CD74	HLA-DPB1
CD74	HLA-DRB5
CD74	HLA-DPA1
CLTC	NARS
RPS17	RPS25
RPS17	RPS4X
RPS17	RPS6
RPS17	RPS7
RPS17	RPS3A
RPS17	RPS20
RPS17	RPS23
RPS17	RPS27
ACTR3	CAP1
ACTR3	ARPC3
ACTR3	YWHAZ
ACTR3	CAPZA1
RPS10	RPS16
RPS10	RPS21
RPS10	RPS19
RPL27A	RPS11
RPL27A	RPLP2
RPL27A	RPS19
RPL27A	RPL38
RPL27A	RPS20
RPL27A	RPS18
DDX17	SON
DDX17	HNRPH1
C11orf58	YTHDC1
C11orf58	HNRPK
C11orf58	LOC342346
C11orf58	SON
NAPA	WIPI2
RGPD5	TTC3
CD3D	TRA@
CD3D	TRB@
CD3D	TRBC1
IGKV1OR2-108	LOC91316
IGKV1OR2-108	IGLC2
IGKV1OR2-108	IGLC1
IGKV1OR2-108	IGLJ3
CAB39	SUB1
ATP6V0B	GPX1
ATP6V0B	COPE
ATP6V0B	MRPS12
ATP6V0B	ATP6V0D1
ATP6V0B	ATP6V0C
GPX1	PPP1CA
GPX1	PGLS
GPX1	OAZ1
ENDOG	NDUFS7
LOC388344	RPS2
LOC388344	RPL18
LOC388344	RPL18A
LOC388344	RPL13
LOC388344	RPS15
LOC440055	RPL22
LOC440055	RPL17
LOC440055	RPS7
LOC440055	RPL9
LOC440055	RPS3A
LOC440055	RPS15A
LOC440055	RPL21
LOC440055	RPS4X
LOC440055	U16
LOC440055	RPL31
LOC440055	RPL37
LOC440055	RPL35A
LOC440055	MDS1
LOC440055	RPS6
LOC440055	RPS17
LOC440055	RPL32
LOC440055	RPL23
LOC440055	RPL4
LOC440055	RPL39
LOC440055	RPS20
LOC440055	RPL36A
LOC440055	RPL30
LOC440055	RPS23
LOC440055	RPL11
CYBA	IFI30
CYBA	HLA-G
CYBA	HLA-B
CYBA	HLA-J
CYBA	TGFB1
RBPMS	TGFB1I1
KNS2	PRR11
KNS2	SPG21
KNS2	LOC152719
KNS2	PGF
KNS2	UBE2D2
KNS2	PRKAR2A
KNS2	RIOK3
KNS2	ZNF611
KNS2	ZNF160
KNS2	PDE4C
KNS2	SLC35E1
NPEPPS	SEPT7
MRPS12	ZNHIT1
GLTSCR2	RPS2
GLTSCR2	RPL13
GLTSCR2	LOC388344
HLA-DMB	HLA-DRA
220725_x_at	CDC5L
220725_x_at	SLC25A16
220725_x_at	C12orf38
220725_x_at	OPHN1
220725_x_at	MCM3AP
220725_x_at	LOC56902
CDC5L	LOC56902
CDC5L	MCM3AP
ARL8B	HSP90AA1
ARL8B	NARS
CTA-246H3.1	IGLC2
CTA-246H3.1	IGLV3-25
CTA-246H3.1	IGKC
CTA-246H3.1	IGKV1OR15-118
CTA-246H3.1	IGHM
CTA-246H3.1	IGLJ3
CTA-246H3.1	IGKV1OR2-108
CTA-246H3.1	IGL@
CTA-246H3.1	IGHG3
CTA-246H3.1	IGKV1-5
CTA-246H3.1	IGKV1D-13
CTA-246H3.1	LOC91316
CTA-246H3.1	IGLC1
CTA-246H3.1	IGHA1
218041_x_at	BCLAF1
218041_x_at	PUM2
218041_x_at	SLC38A2
MEFV	SPN
SMTN	TGFB1I1
ZNF160	ZNF611
TUFM	UQCRFS1
TUFM	UQCRC1
CD164	COPB
ARF5	POLR2J
ARF5	ATP6V0D1
HLA-B	MYH9
HLA-B	MAN2B1
HLA-B	HLA-G
HLA-B	HLA-F
HLA-B	HLA-E
HLA-B	HLA-C
HLA-B	HLA-J
IGHD	IGHM
ADRM1	EXOSC4
ADRM1	AP2S1
ADRM1	FIBP
ADRM1	AURKAIP1
211650_x_at	IGLV3-25
211650_x_at	IGHG3
211650_x_at	IGKC
211650_x_at	IGHV1-69
211650_x_at	IGHM
FLJ12151	PPP2CA
FLJ12151	LOC152719
FLJ12151	PRR11
FLJ12151	PDE4C
FLJ12151	ZNF611
FLJ12151	SLC35E1
FLJ12151	ZNF160
HNRPK	HNRPU
HNRPK	SET
TOMM20	ZMYND11
TOMM20	TTC3
TOMM20	TTC19
CORO1A	LAPTM5
AD7C-NTP	ARL6IP2
AD7C-NTP	MEFV
AD7C-NTP	CDC5L
ARL6IP2	CDC5L
ARL6IP2	LOC56902
ARL6IP2	MEFV
C1orf63	PAPOLA
C1orf63	LOC342346
RPL31	RPL5
RPL31	TPT1
RPL31	RPS27A
RPL31	RPS7
RPL31	RPS17
RPL31	RPL9
RPL31	RPS3A
RPL31	RPL6
RPL31	RPL35A
RPL31	RPL36A
RPL31	RPL7
RPL31	RPS6
RPL31	RPL4
RPL31	RPS24
RPL31	RPS23
RPL31	RPL34
RPL31	RPS4X
SDHA	TUFM
UQCR	UQCRQ
UQCR	UQCRC1
FNBP4	RPL26
FNBP4	RNPC2
FNBP4	RPL17
FNBP4	OGT
FNBP4	RPL6
FNBP4	RPS27A
PNRC2	ZNF638
PNRC2	PUM2
PNRC2	SF3B1
PNRC2	ROCK1
IGLV3-10	IGLV3-25
MSN	PRG1
PPIB	RPN1
PPIB	SEC61A1
THRAP1	ZNF638
IRF7	PRKD2
IRF7	MAN2B1
221651_x_at	IGLJ3
221651_x_at	IGKV1OR15-118
221651_x_at	IGLC2
221651_x_at	IGKV1-5
221651_x_at	IGKC
221651_x_at	IGKV1OR2-108
221651_x_at	IGHG3
221651_x_at	LOC91316
221651_x_at	IGKV1D-13
221651_x_at	CTA-246H3.1
221651_x_at	IGHA1
221651_x_at	IGLC1
LOC152719	PRR11
LOC152719	LRRFIP1
LOC152719	PDE4C
LOC152719	RIOK3
LOC152719	ZNF611
LOC152719	SLC35E1
LOC152719	ZNF160
PRKAR1A	RNF11
PRKAR1A	SRP9
PRKAR1A	TMEM66
INPP5D	ITGB2
216524_x_at	ZNF611
216524_x_at	ZNF160
216524_x_at	PGF
216524_x_at	KNS2
216524_x_at	CEP27
216524_x_at	RIOK3
216524_x_at	DBT
216524_x_at	PDE4C
216524_x_at	FBXW12
RPL10A	RPL39
RPL10A	RPL14
RPL10A	RPL12
RPL27	RPS20
RPL27	RPS11
RPL27	RPLP2
RPL27	RPL38
RPL27	RPS19
RPL27	RPL27A
ERH	HNRPK
ERH	SUMO2
PGF	POLR1B
PGF	PRR11
PGF	ZNF160
PGF	WDR45
PGF	RIOK3
PGF	ZNF611
CAPNS1	CLPTM1
CLPTM1	NAPA
RPS19	RPS2
RPS19	RPS21
RPS19	RPS20
DDX42	MT1H
DDX42	MT1M
DDX42	MT1G
DDX42	MT1F
MT1H	MT1L
MT1H	MT2A
MT1H	MT1M
MT1H	MT1X
CD37	PTPRCAP
CD37	ISG20
PTPRCAP	TRBV3-1
EIF3S6	RPS4X
EIF3S6	RPL26
EIF3S6	ZNF638
EIF3S6	MDS1
EIF3S6	RPS3A
EIF3S6	RPL24
EIF3S6	RPL7
EIF3S6	RPL31
EIF3S6	RPL4
EIF3S6	RPL21
EIF3S6	U16
EIF3S6	NPM1
EIF3S6	RNPC2
EIF3S6	NACA
EIF3S6	RPS7
EIF3S6	TINP1
EIF3S6	VDP
EIF3S6	RPS27A
EIF3S6	RPL34
EIF3S6	RPL5
EIF3S6	RPS24
EIF3S6	RPL17
EIF3S6	RPL6
IGKV1OR15-118	IGL@
IGKV1OR15-118	IGLC2
IGKV1OR15-118	IGLV3-25
NDUFB6	TCEB2
ACTA2	LMOD1
ACTA2	MYH11
ACTA2	TAGLN
GMFG	ITGB2
HNRPU	SET
HNRPH3	LOC58486
HNRPH3	RNPC2
HNRPH3	MATR3
HNRPH3	KIDINS220
C16orf24	SCAND1
NBPF1	NBPF12
ARPP-19	PRKACB
217052_x_at	G3BP
217052_x_at	220725_x_at
CCL5	HLA-F
CCL5	HLA-C
CCL5	HLA-G
RPLP2	RPS16
RPLP2	RPS20
RPLP2	RPS19
RPLP2	RPS11
ECH1	UQCRQ
RPL12	RPL14
RPL12	RPL39
RPL12	RPL19
CECR1	LAPTM5
ATP6V0D1	CHMP2A
ATP6V0D1	POLR2J
ATP6V0D1	PSMB3
ATP6V0D1	OAZ2
CBX3	HNRPA2B1
CBX3	XPO1
SFRS10	SON
TIMM8B	UQCRC1
CD48	IL16
ARF1	COPE
ARF1	YIPF3
ARF1	CAPNS1
ARF1	RPN1
KPNB1	PAFAH1B1
HLA-J	IFI30
HLA-J	MAN2B1
USP47	ZNF638
USP47	VDP
RPL36	RPS16
RPL36	RPS18
RPL36	RPS19
RPL36	RPS10
CUL4B	SH3BGRL
ADD3	WAC
ADD3	SEPT7
ADD3	MATR3
DEXI	NDUFB11
LYSMD4	SEPT7
PFAAP5	ZNF638
PFAAP5	RNPC2
215182_x_at	SPN
215182_x_at	CDC5L
215182_x_at	220725_x_at
215182_x_at	LOC56902
215182_x_at	MCM3AP
HLA-DQA1	HLA-DRB4
HLA-DQA1	HLA-DRA
DDT	ZNHIT1
DDT	MRPS12
RAVER2	SF3B1
HLA-DMA	HLA-DQB1
HLA-DMA	HLA-DRA
HLA-DMA	HLA-DRB1
HLA-DMA	HLA-DPA1
HLA-DMA	HLA-DQA1
HLA-DMA	HLA-DRB4
HLA-DMA	HLA-DPB1
HLA-DMA	HLA-DRB5
RAB6A	RAB6C
C1orf160	TCEB2
C1orf160	NDUFA13
217679_x_at	PDE4C
217679_x_at	DBT
217679_x_at	PGF
217679_x_at	CEP27
217679_x_at	ZNF160
217679_x_at	FLJ12151
217679_x_at	SLC35E1
217679_x_at	KNS2
217679_x_at	FBXW12
217679_x_at	ZNF611
RPL21	RPL26
RPL21	RPL36A
RPL21	RPL5
RPL21	RPL9
RPL21	RPL30
RPL21	RPS17
RPL21	TPT1
RPL21	RPS7
RPL21	RPL39
RPL21	RPS23
RPL21	RPL24
RPL21	RPS27A
RPL21	RPS3A
RPL21	U16
RPL21	RPL22
RPL21	RPS6
RPL21	RPL6
RPL21	RPL23
RPL21	RPL7
RPL21	RPS4X
RPL21	RPL4
RPL21	RPS24
RPL21	RPL34
RPL21	RPL31
RPS13	RPS20
RPS13	RPS27
RPL18	RPS2
RPL18	RPL18A
RPS11	RPS20
NPTN	RAB1A
NPTN	PRKAR1A
MCM3AP	OPHN1
MCM3AP	ORC6L
EIF4G1	THRAP5
216412_x_at	IGLV3-10
216412_x_at	IGLC2
CXCR4	LAPTM5
CXCR4	PRG1
CXCR4	HCLS1
FAU	RPS9
FAU	RPL35
FAU	RPS5
FAU	RPS16
FAU	RPL28
RPL39	RPL4
RPL39	RPS4X
RPL39	RPS20
RPL39	RPS15A
RPL39	RPS17
RPL39	RPS23
IL2RG	TRA@
KIDINS220	ZFR
KIDINS220	SEPT7
COX4I1	NDUFA7
ORC6L	SLC25A16
ORC6L	RPS11
GBL	GPX4
ATPIF1	FIBP
MGC2474	TXNL2
SEPT2	SFRS11
MT1F	MT1L
MT1F	MT1X
MT1F	MT2A
MT1F	MT1G
MT1F	MT1H
MT1F	MT1M
MT1L	MT1M
MT1L	MT2A
MT1L	MT1X
C11orf2	FLJ14346
ATP6AP2	PRKAR1A
STAT1	TRIM22
RPL35	RPS9
RPL35	RPS5
RPL35	RPS16
MT1E	MT1L
MT1E	MT1F
MT1E	MT1G
MT1E	MT1X
MT1E	MT2A
MT1E	MT1M
MT1E	MT1H
AKT1	PGLS
LOC56902	MCM3AP
LOC56902	MGC2474
HNRPM	SERBP1
CALD1	PLEKHC1
CALD1	TPM1
MT1M	MT2A
MT1M	MT1X
C17orf62	IRF7
KIAA1840	PAPOLA
DES	TPM1
MASP1	POLR2J
212498_at	TTC19
HLA-DPB1	HLA-DQB1
HLA-DPB1	HLA-DQA1
HLA-DPB1	HLA-DRB1
HLA-DPB1	HLA-DRB4
HLA-DPB1	HLA-DRB5
FBXW12	PRR11
FBXW12	RIOK3
FBXW12	PDE4C
FBXW12	FLJ42393
FBXW12	FLJ12151
FBXW12	PGF
FBXW12	SLC35E1
FBXW12	ZNF611
FBXW12	LOC152719
FBXW12	KNS2
FBXW12	ZNF160
REEP5	ZMYND11
PHIP	ZNF638
RPS5	RPS9
WDR45	ZNF611
MT1X	MT2A
CNOT2	FLJ11021
P4HB	SEC61A1
TMEM93	UQCRFS1
RPL37	RPS15A
RPL37	RPS17
RPL37	RPS13
RPL37	RPL39
ACO2	NDUFB2
MT1G	MT1L
MT1G	MT1M
MT1G	MT2A
MT1G	MT1H
MT1G	MT1X
ATP5J2	UCRC
RPL32	RPL35A
RPL32	RPS15A
RPL32	RPS17
RPL32	RPL37
GOLGA8A	GOLGA8B
CAST	NFE2L2
LOC645745	MT1L
LOC645745	MT1F
LOC645745	MT2A
LOC645745	MT1M
LOC645745	MT1E
LOC645745	MT1X
LOC645745	MT1G
LOC645745	MT1H
ITGAV	ZMYND11
CNN1	MYH11
208238_x_at	RIOK3
FLJ20294	RPLP2
FLJ20294	RPS11
FLJ20294	RPL38
FLJ20294	H3F3A
FLJ20294	RPS20
FLJ20294	RPS19
FLJ20294	RPL27A
FLJ20294	RPL27
SPCS2	SRP9
208120_x_at	ORC6L
