Source	Target
RpS8	mago
RpL12	mago
Elf	CG5394
RpL30	eIF3-S8
Prp8	Srp54
Gdi	Rpt1
RpS3A	Rbp2
Hsp83	Dhc64C
arm	Rpt1
RpS12	mago
LpR2	Hrs
Rpt5	Tcp-1eta
Rbp2	RpS4
eIF4G	RpL13
Srp54	mago
Aats-val	CG33123
RpS7	mago
arm	Rpn6
RpS27	bonsai
fne	U2A
eIF4G	RpL4
RpL30	bonsai
Mtor	Hsc70-3
Rack1	mRpS5
Rpn3	arm
eIF4G	sta
bai	cpa
eIF4G	RpS10a
RpL30	eIF4G
eIF4G	RpS16
Mtor	AGO1
mub	Srp54
arm	Rpn2
Rbp2	RpL10Ab
mub	U2A
Hsp83	cpa
eIF4G	RpS27
mRpS7	RpS10a
RpS27	mRpS10
RpL18A	mago
mRpS7	RpS12
eIF4G	RpS7
RpL3	mago
Rad23	Bap55
RpL10Ab	mago
eIF4G	RpS23
Hsp83	Dlic
mRpS5	RpS7
heph	Srp54
eIF4G	RpS4
arm	Rpt6
FKBP59	cpa
eIF3-S9	CG5394
eIF4G	RpL11
Rack1	Cct5
RpS3A	mRpS5
eIF4G	RpS12
arm	Rpn12
fne	mago
mub	mago
Prosalpha7	arm
cpb	tsr
RpL10	eIF4G
BicD	cpa
eIF4G	RpL12
fne	Prp8
RpS10a	mago
FKBP59	Dlic
eIF4G	RpL18A
arm	Rpn5
FKBP59	cpb
RpL13	bonsai
Mtor	mago
RpS7	mRpS10
arm	Prosbeta7
arm	Uch-L5
BicD	cpb
fne	Srp54
bai	Klp10A
Rac1	Dscam2
Hsp83	T-cp1
Khc	bai
Dhc64C	bai
mRpS10	RpS4
AGO1	Rae1
Prosalpha7	CG8258
arm	Prosalpha6
Dhc64C	FKBP59
bai	Dlic
mRpS10	RpL13
mRpL12	RpS16
RpL18A	mRpS10
mRpS9	RpS16
Hsc70-3	Ost48
Rack1	CG7033
mRpL12	RpL10Ab
RpL4	mRpL12
Nacalpha	RpL11
EfTuM	RpS2
RpS13	mRpL12
RpS11	Tcp-1eta
RpL11	Tcp-1eta
mRpS7	RpL4
RpS3	Tcp-1eta
RpL4	mRpS9
Nacalpha	RpL18A
CG5394	CG31739
ND-PDSW	COX6B
CG5394	eIF3-S10
Aats-asp	CG31739
Rack1	CG8258
CG5394	RpS6
mRpS9	RpL10Ab
mRpS9	RpS14a
RpL30	CG5394
Rpt1	Cct5
Prosalpha7	Trip1
mRpS5	RpS27
Rac1	tsr
Rack1	Tcp-1eta
Aats-val	Aats-ile
eIF3-S9	T-cp1
Not1	Prp8
Rack1	Tcp-1zeta
Rack1	T-cp1
CG11876	ND-PDSW
ninaC	Act79B
Cct5	RpS2
EfTuM	RpS18
RpS13	CG7033
COX5A	CG7603
CG5394	bonsai
RpL4	Tcp-1zeta
mRpS7	eIF3-S9
RpS3A	CG5394
Hsp83	CG7033
TER94	Hsc70-3
pont	Tcp-1eta
BicD	Khc
Tcp-1eta	Trip1
Cct5	RpL3
eIF3-S8	CG5394
Cct5	CG5394
RpS2	CG7033
RpL3	CG7033
CG5394	Tcp-1zeta
Hrb27C	TER94
RpS4	CG7033
RpL3	Tcp-1eta
Nacalpha	RpL12
CG5394	RpS13
mRpS5	RpS23
Fmr1	Hrb27C
Rpt1	Ufd1-like
RpLP0	mRpS5
RpS8	CG7033
Tango7	RpS15Aa
mRpS10	RpL12
Cct5	eIF3-S9
RpS8	bonsai
RpS8	Tcp-1eta
mRpL12	RpS14a
eIF3-S8	CG15100
Cct5	Tango7
RpLP0	Cct5
CG8258	RpS16
RpS8	CG8258
RpS2	bonsai
Hsp83	Cct5
mRpS5	RpL3
CG8258	RpS2
mRpS10	RpL3
mRpS5	RpS15Aa
mRpS5	RpL12
mRpS10	RpS15Aa
RpL4	CG7033
RpL26	mRpS5
RpL26	mRpS10
Rad23	Rpt5
RpS23	mRpS10
Trip1	CG7033
Tcp-1eta	RpS16
eIF3-S9	CG7033
mRpS10	RpS2
RpLP0	mRpS10
Prosalpha7	CG7033
Dhc64C	poe
Cct5	RpS4
bonsai	sta
RpLP0	Tcp-1eta
PlexA	alpha-Cat
Tcp-1eta	RpS4
Cct5	Trip1
Rack1	eIF3-S8
RpS23	bonsai
eIF-3p66	CG5394
RpL13	CG7033
RpS7	Rpt2
Khc	tubA84B
mRpS5	sta
RpS3A	Tcp-1eta
RpL4	T-cp1
CG8258	RpS4
RpL3	Tcp-1zeta
RpL18A	Tcp-1eta
eIF4G	me31B
eIF3-S9	Tcp-1eta
RpS3A	CG7033
RpS7	Rpt1
Ace	Cha
Dhc64C	tubA84B
Nacalpha	RpS18
CG8258	RpL4
Rac1	Fmr1
RpL10	mRpS9
Rpn2	CG5394
Rpt1	RpS18
RpS3A	CG8258
Prosalpha7	Tcp-1eta
CG5394	RpS15Aa
Tango7	RpS14a
Elf	eIF3-S8
RpL12	bonsai
RpLP0	bonsai
T-cp1	RpL3
RpL18A	CG5394
eIF3-S9	CG15100
Rpt1	RpS11
Fmr1	RanBPM
Rack1	Nacalpha
cpb	flr
T-cp1	RpS4
Rpt2	Ufd1-like
Act79B	flr
RpL26	bonsai
RpL10	mRpL12
clu	eIF3-S9
RpS15Aa	bonsai
eIF3-S9	RpS17
mRpS10	RpS13
Trip1	RpS17
mRpS5	RpS13
CG5394	RpL12
lig	rin
mRpS5	RpS8
Nacalpha	RpS23
Prosalpha7	Cct5
eIF4G	PlexA
Elf	RpS14a
HDAC6	Rpd3
mRpS5	RpS10a
Fmr1	Dscam1
Elf	Cct5
RpL3	bonsai
RpS8	mRpS10
RpS3A	Cct5
Cct5	pont
mRpS5	RpL4
Tcp-1eta	RpS13
RpS10a	mRpS10
Rac1	sqh
BicD	Lam
flr	cpa
CG5394	RpS2
CG5394	RpS16
RpLP0	Nacalpha
Tcp-1eta	RpS12
RpL30	Nacalpha
RpL4	Tcp-1eta
EfTuM	RpL3
CG5394	Tcp-1eta
eIF-3p66	Cctgamma
Nacalpha	RpS4
CG5394	RpL13
EfTuM	sta
RpS3	CG7033
EfTuM	RpL12
CG7033	sta
Uch	Usp5
CG5394	mRpS10
mRpS7	Tango7
RpLP0	EfTuM
EfTuM	mRpS10
Elf	CG33123
Dhc64C	betaTub56D
RpL18A	CG7033
eIF3-S8	RpS15Aa
T-cp1	Aats-ile
RpL26	Nacalpha
RpLP0	CG7033
T-cp1	RpL12
Nacalpha	RpS27
RpL10	mRpS5
RpS23	CG5394
Tcp-1eta	RpS2
Cct5	Aats-ile
Hsp83	Cctgamma
eIF3-S10	RpS15Aa
Tcp-1zeta	sta
RpS17	CG5642
Rad23	Ufd1-like
TER94	smt3
eIF3-S9	RpS15Aa
Rpt1	RpL3
CG8258	CG5394
nrv2	Mdr65
eIF3-S8	RpS17
RpL10	Cct5
smt3	Ufd1-like
RpS8	CG5394
Uch-L5	Usp5
EfTuM	bonsai
FKBP59	ninaC
RpS11	CG7033
eIF3-S9	RpS14a
RpLP0	T-cp1
Elf	RpS17
e	CG33123
EfTuM	CG11876
crc	kra
Nacalpha	RpS16
RpS8	Cct5
Fmr1	eIF4G
Prosalpha6	Tcp-1zeta
Hsp83	bai
RpS10a	bonsai
Prosalpha6	Trip1
Hrb27C	me31B
Rack1	Cctgamma
eIF3-S8	RpS14a
RpS8	Rpn2
Rpn2	Usp5
Rpn13	Ufd1-like
EfTuM	RpL4
RpS7	CG5394
T-cp1	sta
clu	eIF3-S8
Tcp-1eta	sta
eIF3-S10	RpS17
Cct5	RpL11
Aats-val	Aats-asp
Hsp83	HDAC6
mRpS10	RpS16
Nacalpha	RpS6
CG5394	RpL10Ab
Rpn5	Ufd1-like
mRpS10	RpS14a
EfTuM	RpS15Aa
mRpS5	RpL10Ab
mRpS5	RpS14a
CG8258	RpL3
clu	rin
Tango7	Rpn6
tsr	RpS6
CG8258	RpL12
Fmr1	poe
RpL4	mRpS10
Iswi	Bap55
T-cp1	RpL13
EfTuM	RpS23
mRpS5	RpS16
mRpS10	RpL10Ab
Khc	T
Elf	Cctgamma
EfTuM	RpS16
Top2	CG5394
Cct5	sta
mor	Rpd3
CG8258	RpS3
smt3	mago
Rpn2	RpS2
RpL4	Cctgamma
mRpS7	eIF3-S10
tsr	cpa
p47	Rpt2
Abl	Dscam1
Rad23	Usp5
RpS18	Rpt2
RpS27	CG5394
eIF-3p66	Cct5
Cct5	RpS6
Elf	eIF3-S9
RpL26	EfTuM
Elf	T-cp1
mRpS7	EfTuM
eIF3-S10	RpS14a
mRpS7	CG5394
RpLP0	Tcp-1zeta
CG5394	Rpd3
Nacalpha	sta
CG8258	Rpn2
Rad23	HDAC6
Hsp83	pont
eIF3-S8	Tcp-1zeta
CG4679	mRpS34
eIF-3p66	Tcp-1eta
Trip1	Tcp-1zeta
clu	eIF3-S10
RpS18	Tcp-1eta
Cct5	RpL18A
p47	Ufd1-like
Rack1	Rpn2
Mtl	tsr
Rad23	Rpt1
Elf	RpS15Aa
Rpn6	RpS2
Rack1	Rpn6
smt3	tsr
Prosalpha7	RpS16
Tcp-1eta	RpL10Ab
Tcp-1eta	RpL13
T-cp1	RpS13
RpS7	Rpt6
T-cp1	RpS2
Cct5	CG5642
Act79B	cpb
RpS23	CG7033
mRpS7	eIF3-S8
eIF3-S9	rin
Tcp-1eta	RpS6
RpS17	CG7033
Rack1	CG5394
RpS8	T-cp1
Cct5	RpL12
eIF3-S9	Cctgamma
Cct5	RpL13
Cct5	RpS16
Rpt1	RpS6
Hsp83	zip
tsr	sqh
Tango7	Rpn2
Elf	mRpS7
CG8258	eIF3-S9
Tcp-1eta	RpL12
CG8258	Tango7
Cctgamma	Trip1
TER94	poe
eIF3-S10	Aats-ile
Tango7	bonsai
Bap55	Rpd3
Tango7	Rpn5
Rack1	Prosalpha7
Tcp-1zeta	RpL12
CG7770	pont
Prosbeta7	CG7033
bonsai	RpS16
Tango7	mRpS10
Tango7	Tcp-1zeta
pont	Tcp-1zeta
RpS18	Rpt6
Not1	eIF4G
RpL13	mRpL12
Rpn2	Trip1
Trip1	RpS14a
CG5394	RpS17
RpS3A	Nacalpha
Cct5	RpS3
Khc	Dlic
Elf	ade5
bonsai	RpS14a
Rpn13	TER94
eIF3-S10	CG33123
RpL26	CG5394
Rpt1	RpS15Aa
RpL4	bonsai
Prp8	CG5394
Rpn6	Trip1
eIF3-S8	CG33123
Tango7	CG7033
RpL18A	Tcp-1zeta
Hsp83	Rack1
RpS4	Tcp-1zeta
RpL10Ab	bonsai
me31B	poe
Hsp83	Tcp-1zeta
Hrb27C	heph
mRpS5	CG11876
EfTuM	RpS13
Lar	CadN
Lar	Abl
Aats-asp	CG5642
Nacalpha	RpS2
eIF4G	kra
EfTuM	CG5394
Hrb27C	poe
EfTuM	RpL10Ab
Rpt6	RpS4
Fmr1	dock
RpL11	CG7033
CG5394	CG5642
Mtl	zip
CG5394	CG3011
Nacalpha	RpS13
Cct5	Rpt6
Not1	Iswi
RpL10	mRpS10
Rad23	Uch-L5
emb	alphaCOP
Rpt1	Uch
Lam	Rab5
CG8258	RpL11
mRpS35	RpS2
Rad23	me31B
CG5394	mRpS9
Top2	RpS13
CG7770	RpS18
Cct5	Prosalpha6
RpS3	Tcp-1zeta
RpL10	CG5394
arm	Hsc70-3
CG7033	RpS14a
emb	Rae1
EfTuM	RpS14a
Cct5	RpS13
CG8258	RpS13
